Date,nifty_into,nifty_inth,nifty_intl,nifty_intc,nifty_vol,nifty_ImpulseMACD,nifty_ImpulseHisto,nifty_ImpulseMACDCDSignal,nifty_STX,nifty_psi,nifty_TSI,nifty_TSIs,nifty_velocity,nifty_smooth_velocity,usdinr_into,usdinr_inth,usdinr_intl,usdinr_intc,usdinr_vol,usdinr_ImpulseMACD,usdinr_ImpulseHisto,usdinr_ImpulseMACDCDSignal,usdinr_STX,usdinr_psi,usdinr_TSI,usdinr_TSIs,usdinr_velocity,usdinr_smooth_velocity
2014-03-21,6532.4501953125,6574.9501953125,6473.25,6493.2001953125,683700,0.0,0.0,0.0,0,60.99243638518911,15.915226733450682,10.813353540663153,36.71046565371167,26.799343445656184,61.040000915527344,61.36000061035156,60.470001220703125,61.02000045776367,0,0.0,0.0,0.0,0,100.0,0.93429645636207,7.21926257256232,-0.1264345009010155,-0.08207178308160398
2014-03-28,6510.5,6702.60009765625,6510.5,6695.89990234375,1010300,0.0,0.0,0.0,0,43.867865242409785,19.225518622325822,12.015091409472106,77.18541359521323,36.876557475567594,60.59000015258789,60.77299880981445,59.63999938964844,59.84000015258789,0,0.0,0.0,0.0,0,99.99999999999999,-2.3856250429517707,5.847135770346021,-0.3757959648553517,-0.14081661943635354
2014-04-04,6723.14990234375,6776.75,6662.39990234375,6694.35009765625,924300,0.0,0.0,0.0,0,32.865195538640805,21.8402845583917,13.418690430746334,57.574138431032786,41.01607366666064,60.007999420166016,60.41999816894531,59.59299850463867,59.66999816894531,0,0.0,0.0,0.0,0,100.0,-5.415600792932585,4.238173404163364,-0.312955533064049,-0.17524440216189263
2014-04-11,6694.25,6819.0498046875,6650.39990234375,6776.2998046875,635500,303.61103504321545,269.8764755939693,33.73455944924616,0,24.211541292307086,24.676636693915775,15.026968468341968,65.81433871875505,45.97572667707952,60.108001708984375,60.58000183105469,59.823001861572266,60.34000015258789,0,1.5496039156618622,1.377425702810544,0.172178212851318,0,100.0,-6.590634341513656,2.691200869066647,-0.09030843277994381,-0.15825720828550288
2014-04-18,6792.7001953125,6813.39990234375,6665.14990234375,6779.39990234375,374500,328.79380176408813,258.52659767438774,70.2672040897004,0,18.28748287765467,27.008303246569202,16.73858772237443,52.391719394138995,47.25892522049142,60.34000015258789,60.599998474121094,60.09000015258789,60.150001525878906,0,1.4143619801507157,1.0850324361715404,0.3293295439791753,0,100.0,-7.89076070474242,1.1794920728082088,-0.13502645241292294,-0.1536110571109869
2014-04-25,6789.25,6869.85009765625,6772.85009765625,6782.75,563800,354.93779017682573,245.23305384525582,109.70473633156992,0,14.158593088939483,28.963075528074803,18.484943123188767,43.22415355446885,46.451970887286905,60.47999954223633,61.20000076293945,60.28799819946289,60.63800048828125,0,1.3185118587952473,0.8426809971721556,0.4758308616230917,0,100.0,-7.9432506921352015,-0.12375689361227836,0.0006120655812373697,-0.12276643257254206
2014-05-02,6778.5498046875,6786.25,6656.7998046875,6694.7998046875,509100,369.1551740430232,218.43319615111736,150.72197789190582,0,11.421186261978882,29.203290827830493,20.016135652423298,15.230238964149224,40.20762450265937,60.64300155639648,60.64300155639648,59.900001525878906,60.02000045776367,0,1.1864895865645266,0.5788265486564875,0.6076630379080391,0,99.99999999999999,-9.099216532151166,-1.405965413403548,-0.16011511351098423,-0.1302361687602305
2014-05-09,6681.64990234375,6871.35009765625,6638.5498046875,6858.7998046875,575400,386.82843004151437,193.12551547832916,193.7029145631852,0,9.12593806524906,30.821595537850484,21.559772778912897,53.45919565673507,42.85793873347451,60.11000061035156,60.233001708984375,59.08000183105469,59.849998474121094,0,1.0241233722119603,0.30266884850259224,0.721454523709368,0,100.0,-10.35177955107793,-2.6839388616427455,-0.15218016962046826,-0.13462496893227807
2014-05-16,6863.39990234375,7563.5,6862.89990234375,7203.0,1147100,427.79911857135266,186.5629686113505,241.23614996000217,0,6.83669414386172,34.92692147075648,23.469365449176266,118.75440076068216,58.03723113891604,59.41999816894531,59.92300033569336,58.33000183105469,58.560001373291016,0,0.7967111190203724,-0.013266862357925846,0.8099779813782982,0,100.0,-13.667190776798074,-4.2529748495220785,-0.4117822948003525,-0.19005643410589296
2014-05-23,7276.85009765625,7381.0,7193.5498046875,7367.10009765625,1275100,479.6027503218511,185.07740588164324,294.52534444020785,0,5.220809493298098,39.251401585838,25.72394204012794,123.03517307442219,71.03681952601728,58.36800003051758,58.89799880981445,58.16999816894531,58.41999816894531,0,0.5694000031091164,-0.30384464528130595,0.8732446483904224,0,99.99072726306312,-16.555781899473804,-6.010518713800896,-0.3263081193516579,-0.21730677115504596
2014-05-30,7428.75,7504.0,7118.4501953125,7229.9501953125,1170700,517.7897069707324,165.7321728671098,352.0575341036226,0,3.8222047804814565,40.33035878304293,27.81057300340151,59.84112853515145,68.79768132784412,58.65299987792969,59.31999969482422,58.41999816894531,59.1879997253418,0,0.4038158151847995,-0.514297257115045,0.9181130722998445,0,99.98484067613592,-17.06195097100821,-7.589294750544798,-0.0724695668990939,-0.18833933030385555
2014-06-06,7264.0498046875,7592.7001953125,7239.5,7583.39990234375,1108300,568.4720021801486,153.25091227873173,415.22108990141686,0,2.907146714175717,43.39957734691965,30.037573623904102,131.97413634319935,81.43297233091516,59.073001861572266,59.442501068115234,58.77000045776367,59.167999267578125,0,0.2664605688462487,-0.6812592333254012,0.9477198021716499,0,99.98161789965127,-17.502159177005034,-9.005418240039116,-0.07902898954875977,-0.1664772621528364
2014-06-13,7621.64990234375,7700.0498046875,7525.35009765625,7542.10009765625,929500,622.0936784416999,171.48562816267372,450.6080502790262,0,2.236210121106481,45.02420209083129,32.17852054775084,87.5818954333969,82.66275695141151,59.12300109863281,60.25,59.09000015258789,59.702999114990234,0,0.1794917242760974,-0.6159933899638008,0.7954851142398982,0,99.98037665846698,-16.563093806635745,-10.08508617812435,0.05980362809127996,-0.12122108410401314
2014-06-20,7534.7998046875,7663.0,7487.5498046875,7511.4501953125,751500,665.5605031029727,177.53393045295928,488.0265726500134,0,1.9415795804887352,45.79354897743515,34.123524609134314,63.49176682943948,78.82855892701711,60.09000015258789,60.529998779296875,59.439998626708984,60.167999267578125,0,0.13192806223588605,-0.5210643944579201,0.6529924566938061,0,99.98048927693438,-14.678218273910003,-10.74124790609373,0.1428233115394016,-0.0684122049753302
2014-06-27,7514.0,7593.35009765625,7441.60009765625,7508.7998046875,677800,700.2929933925489,173.8936203852329,526.399373007316,0,2.0574602735975205,46.35203457260514,35.87045460391586,51.6147417227722,73.38579548616813,60.15299987792969,60.40999984741211,59.70000076293945,60.03799819946289,0,0.0916581612730667,-0.42501721791827485,0.5166753791913415,0,99.98139671016605,-13.383093388446644,-11.118654403572718,0.072104975823461,-0.04030876881557196
