Country,Year,Month,CalendarDay,I7494_5,I7494_6,I7494_7
India,"Calendar Year (Jan - Dec), 2007","April, 2007",2007-04-17,185272.79,104.6017942435,177122.0
India,"Calendar Year (Jan - Dec), 2007","April, 2007",2007-04-18,183006.14,103.322083084,177122.0
India,"Calendar Year (Jan - Dec), 2007","April, 2007",2007-04-19,183094.3,103.3718566864,177122.0
India,"Calendar Year (Jan - Dec), 2007","April, 2007",2007-04-20,182064.21,102.7902857917,177122.0
India,"Calendar Year (Jan - Dec), 2007","April, 2007",2007-04-21,191652.8,108.2038369034,177122.0
India,"Calendar Year (Jan - Dec), 2007","April, 2007",2007-04-22,191598.43,108.1731405472,177122.0
India,"Calendar Year (Jan - Dec), 2007","April, 2007",2007-04-23,185044.87,104.4731145764,177122.0
India,"Calendar Year (Jan - Dec), 2007","April, 2007",2007-04-24,188734.64,106.5562945315,177122.0
India,"Calendar Year (Jan - Dec), 2007","April, 2007",2007-04-25,175945.24,99.3356217748,177122.0
India,"Calendar Year (Jan - Dec), 2007","April, 2007",2007-04-26,185780.45,104.8884102483,177122.0
India,"Calendar Year (Jan - Dec), 2007","April, 2007",2007-04-27,190528.7,107.5691895981,177122.0
India,"Calendar Year (Jan - Dec), 2007","April, 2007",2007-04-28,193639.14,104.1866048273,185858.0
India,"Calendar Year (Jan - Dec), 2007","April, 2007",2007-04-29,193639.14,104.1866048273,185858.0
India,"Calendar Year (Jan - Dec), 2007","April, 2007",2007-04-30,198103.36,106.5885568552,185858.0
India,"Calendar Year (Jan - Dec), 2007","May, 2007",2007-05-01,198179.8,106.6296850284,185858.0
India,"Calendar Year (Jan - Dec), 2007","May, 2007",2007-05-02,198552.9,106.8304296829,185858.0
India,"Calendar Year (Jan - Dec), 2007","May, 2007",2007-05-03,192143.67,103.3819744106,185858.0
India,"Calendar Year (Jan - Dec), 2007","May, 2007",2007-05-04,185228.64,99.6613758891,185858.0
India,"Calendar Year (Jan - Dec), 2007","May, 2007",2007-05-05,186638.43,100.4199065954,185858.0
India,"Calendar Year (Jan - Dec), 2007","May, 2007",2007-05-06,186638.43,100.4199065954,185858.0
India,"Calendar Year (Jan - Dec), 2007","May, 2007",2007-05-07,183166.71,98.5519644029,185858.0
India,"Calendar Year (Jan - Dec), 2007","May, 2007",2007-05-08,176557.28,94.9957924867,185858.0
India,"Calendar Year (Jan - Dec), 2007","May, 2007",2007-05-09,175032.15,94.1752036501,185858.0
India,"Calendar Year (Jan - Dec), 2007","May, 2007",2007-05-10,171514.31,92.2824468142,185858.0
India,"Calendar Year (Jan - Dec), 2007","May, 2007",2007-05-11,170320.74,91.6402522356,185858.0
India,"Calendar Year (Jan - Dec), 2007","May, 2007",2007-05-12,171477.82,93.5105737875,183378.0
India,"Calendar Year (Jan - Dec), 2007","May, 2007",2007-05-13,171477.82,93.5105737875,183378.0
India,"Calendar Year (Jan - Dec), 2007","May, 2007",2007-05-14,184821.62,100.7872372913,183378.0
India,"Calendar Year (Jan - Dec), 2007","May, 2007",2007-05-15,195888.66,106.8223341949,183378.0
India,"Calendar Year (Jan - Dec), 2007","May, 2007",2007-05-16,194799.58,106.228435254,183378.0
India,"Calendar Year (Jan - Dec), 2007","May, 2007",2007-05-17,190422.07,103.8412841235,183378.0
India,"Calendar Year (Jan - Dec), 2007","May, 2007",2007-05-18,184252.38,100.4768183752,183378.0
India,"Calendar Year (Jan - Dec), 2007","May, 2007",2007-05-19,187323.78,102.1517193993,183378.0
India,"Calendar Year (Jan - Dec), 2007","May, 2007",2007-05-20,187323.78,102.1517193993,183378.0
India,"Calendar Year (Jan - Dec), 2007","May, 2007",2007-05-21,184394.4,100.5542649609,183378.0
India,"Calendar Year (Jan - Dec), 2007","May, 2007",2007-05-22,176642.86,96.3271821047,183378.0
India,"Calendar Year (Jan - Dec), 2007","May, 2007",2007-05-23,178143.25,97.1453773081,183378.0
India,"Calendar Year (Jan - Dec), 2007","May, 2007",2007-05-24,184867.87,100.8124584192,183378.0
India,"Calendar Year (Jan - Dec), 2007","May, 2007",2007-05-25,186288.39,101.5870987796,183378.0
India,"Calendar Year (Jan - Dec), 2007","May, 2007",2007-05-26,186010.05,101.7538182972,182804.0
India,"Calendar Year (Jan - Dec), 2007","May, 2007",2007-05-27,186010.05,101.7538182972,182804.0
India,"Calendar Year (Jan - Dec), 2007","May, 2007",2007-05-28,190209.01,104.0507921052,182804.0
India,"Calendar Year (Jan - Dec), 2007","May, 2007",2007-05-29,196086.36,107.2659022779,182804.0
India,"Calendar Year (Jan - Dec), 2007","May, 2007",2007-05-30,209649.79,114.6855593969,182804.0
India,"Calendar Year (Jan - Dec), 2007","May, 2007",2007-05-31,211404.8,115.6456095053,182804.0
India,"Calendar Year (Jan - Dec), 2007","June, 2007",2007-06-01,213865.25,116.9915592657,182804.0
India,"Calendar Year (Jan - Dec), 2007","June, 2007",2007-06-02,214997.69,117.611042428,182804.0
India,"Calendar Year (Jan - Dec), 2007","June, 2007",2007-06-03,214997.69,117.611042428,182804.0
India,"Calendar Year (Jan - Dec), 2007","June, 2007",2007-06-04,217288.91,118.8644176276,182804.0
India,"Calendar Year (Jan - Dec), 2007","June, 2007",2007-06-05,218594.77,119.578767423,182804.0
India,"Calendar Year (Jan - Dec), 2007","June, 2007",2007-06-06,213641.77,116.8693081114,182804.0
India,"Calendar Year (Jan - Dec), 2007","June, 2007",2007-06-07,205812.56,112.5864641912,182804.0
India,"Calendar Year (Jan - Dec), 2007","June, 2007",2007-06-08,196667.5,107.583805606,182804.0
India,"Calendar Year (Jan - Dec), 2007","June, 2007",2007-06-09,200706.73,109.8745435733,182669.0
India,"Calendar Year (Jan - Dec), 2007","June, 2007",2007-06-10,200706.73,109.8745435733,182669.0
India,"Calendar Year (Jan - Dec), 2007","June, 2007",2007-06-11,202182.89,110.6826500391,182669.0
India,"Calendar Year (Jan - Dec), 2007","June, 2007",2007-06-12,203366.15,111.3304118378,182669.0
India,"Calendar Year (Jan - Dec), 2007","June, 2007",2007-06-13,198934.4,108.9043023173,182669.0
India,"Calendar Year (Jan - Dec), 2007","June, 2007",2007-06-14,201796.53,110.471141792,182669.0
India,"Calendar Year (Jan - Dec), 2007","June, 2007",2007-06-15,200608.91,109.8209931625,182669.0
India,"Calendar Year (Jan - Dec), 2007","June, 2007",2007-06-16,200452.16,109.7351822148,182669.0
India,"Calendar Year (Jan - Dec), 2007","June, 2007",2007-06-17,200452.16,109.7351822148,182669.0
India,"Calendar Year (Jan - Dec), 2007","June, 2007",2007-06-18,185671.82,101.6438585639,182669.0
India,"Calendar Year (Jan - Dec), 2007","June, 2007",2007-06-19,186086.9,101.8710892379,182669.0
India,"Calendar Year (Jan - Dec), 2007","June, 2007",2007-06-20,183719.77,100.5752317032,182669.0
India,"Calendar Year (Jan - Dec), 2007","June, 2007",2007-06-21,183883.16,100.664677641,182669.0
India,"Calendar Year (Jan - Dec), 2007","June, 2007",2007-06-22,179820.11,98.4404086079,182669.0
India,"Calendar Year (Jan - Dec), 2007","June, 2007",2007-06-23,185355.0,100.0982864673,185173.0
India,"Calendar Year (Jan - Dec), 2007","June, 2007",2007-06-24,185355.0,100.0982864673,185173.0
India,"Calendar Year (Jan - Dec), 2007","June, 2007",2007-06-25,185316.96,100.0777435155,185173.0
India,"Calendar Year (Jan - Dec), 2007","June, 2007",2007-06-26,185838.72,100.3595124559,185173.0
India,"Calendar Year (Jan - Dec), 2007","June, 2007",2007-06-27,183313.12,98.9955987104,185173.0
India,"Calendar Year (Jan - Dec), 2007","June, 2007",2007-06-28,199051.35,107.494802158,185173.0
India,"Calendar Year (Jan - Dec), 2007","June, 2007",2007-06-29,199094.15,107.5179156789,185173.0
India,"Calendar Year (Jan - Dec), 2007","June, 2007",2007-06-30,206613.02,111.5783726569,185173.0
India,"Calendar Year (Jan - Dec), 2007","July, 2007",2007-07-01,206613.02,111.5783726569,185173.0
India,"Calendar Year (Jan - Dec), 2007","July, 2007",2007-07-02,206613.02,111.5783726569,185173.0
India,"Calendar Year (Jan - Dec), 2007","July, 2007",2007-07-03,196505.0,106.1196826751,185173.0
India,"Calendar Year (Jan - Dec), 2007","July, 2007",2007-07-04,198919.47,107.4235822717,185173.0
India,"Calendar Year (Jan - Dec), 2007","July, 2007",2007-07-05,198159.48,107.013160666,185173.0
India,"Calendar Year (Jan - Dec), 2007","July, 2007",2007-07-06,195243.99,105.438692466,185173.0
India,"Calendar Year (Jan - Dec), 2007","July, 2007",2007-07-07,203331.74,108.8767790784,186754.0
India,"Calendar Year (Jan - Dec), 2007","July, 2007",2007-07-08,203361.72,108.892832282,186754.0
India,"Calendar Year (Jan - Dec), 2007","July, 2007",2007-07-09,193615.36,103.6740096598,186754.0
India,"Calendar Year (Jan - Dec), 2007","July, 2007",2007-07-10,191086.31,102.3197950245,186754.0
India,"Calendar Year (Jan - Dec), 2007","July, 2007",2007-07-11,192820.16,103.2482088737,186754.0
India,"Calendar Year (Jan - Dec), 2007","July, 2007",2007-07-12,195587.77,104.7301637448,186754.0
India,"Calendar Year (Jan - Dec), 2007","July, 2007",2007-07-13,199632.87,106.8961682213,186754.0
India,"Calendar Year (Jan - Dec), 2007","July, 2007",2007-07-14,198928.06,106.518768005,186754.0
India,"Calendar Year (Jan - Dec), 2007","July, 2007",2007-07-15,198928.06,106.518768005,186754.0
India,"Calendar Year (Jan - Dec), 2007","July, 2007",2007-07-16,203702.68,109.0754040074,186754.0
India,"Calendar Year (Jan - Dec), 2007","July, 2007",2007-07-17,207919.23,111.3332137464,186754.0
India,"Calendar Year (Jan - Dec), 2007","July, 2007",2007-07-18,213880.71,114.5253702732,186754.0
India,"Calendar Year (Jan - Dec), 2007","July, 2007",2007-07-19,212759.66,113.9250886193,186754.0
India,"Calendar Year (Jan - Dec), 2007","July, 2007",2007-07-20,211980.59,113.5079248637,186754.0
India,"Calendar Year (Jan - Dec), 2007","July, 2007",2007-07-21,220471.99,116.0134655862,190040.0
India,"Calendar Year (Jan - Dec), 2007","July, 2007",2007-07-22,220471.99,116.0134655862,190040.0
India,"Calendar Year (Jan - Dec), 2007","July, 2007",2007-07-23,215360.7,113.3238791833,190040.0
India,"Calendar Year (Jan - Dec), 2007","July, 2007",2007-07-24,221217.54,116.405777731,190040.0
India,"Calendar Year (Jan - Dec), 2007","July, 2007",2007-07-25,225313.62,118.5611555462,190040.0
India,"Calendar Year (Jan - Dec), 2007","July, 2007",2007-07-26,232116.2,122.1407072195,190040.0
India,"Calendar Year (Jan - Dec), 2007","July, 2007",2007-07-27,232127.24,122.1465165228,190040.0
India,"Calendar Year (Jan - Dec), 2007","July, 2007",2007-07-28,234339.3,123.3105135761,190040.0
India,"Calendar Year (Jan - Dec), 2007","July, 2007",2007-07-29,234260.2,123.2688907598,190040.0
India,"Calendar Year (Jan - Dec), 2007","July, 2007",2007-07-30,238544.75,125.5234424332,190040.0
India,"Calendar Year (Jan - Dec), 2007","July, 2007",2007-07-31,241106.75,126.8715796674,190040.0
India,"Calendar Year (Jan - Dec), 2007","August, 2007",2007-08-01,242654.1,127.6858029888,190040.0
India,"Calendar Year (Jan - Dec), 2007","August, 2007",2007-08-02,246992.17,129.9685171543,190040.0
India,"Calendar Year (Jan - Dec), 2007","August, 2007",2007-08-03,238516.09,125.5083613976,190040.0
India,"Calendar Year (Jan - Dec), 2007","August, 2007",2007-08-04,249331.63,121.2720175878,205597.0
India,"Calendar Year (Jan - Dec), 2007","August, 2007",2007-08-05,249331.63,121.2720175878,205597.0
India,"Calendar Year (Jan - Dec), 2007","August, 2007",2007-08-06,190439.94,92.6277815338,205597.0
India,"Calendar Year (Jan - Dec), 2007","August, 2007",2007-08-07,199364.63,96.9686474024,205597.0
India,"Calendar Year (Jan - Dec), 2007","August, 2007",2007-08-08,202523.04,98.5048614523,205597.0
India,"Calendar Year (Jan - Dec), 2007","August, 2007",2007-08-09,195620.13,95.1473659635,205597.0
India,"Calendar Year (Jan - Dec), 2007","August, 2007",2007-08-10,213895.65,104.0363672622,205597.0
India,"Calendar Year (Jan - Dec), 2007","August, 2007",2007-08-11,213525.34,103.8562527663,205597.0
India,"Calendar Year (Jan - Dec), 2007","August, 2007",2007-08-12,213525.34,103.8562527663,205597.0
India,"Calendar Year (Jan - Dec), 2007","August, 2007",2007-08-13,207248.61,100.8033239785,205597.0
India,"Calendar Year (Jan - Dec), 2007","August, 2007",2007-08-14,203968.88,99.2081012855,205597.0
India,"Calendar Year (Jan - Dec), 2007","August, 2007",2007-08-15,203968.88,99.2081012855,205597.0
India,"Calendar Year (Jan - Dec), 2007","August, 2007",2007-08-16,203686.92,99.0709592066,205597.0
India,"Calendar Year (Jan - Dec), 2007","August, 2007",2007-08-17,199868.32,97.2136363857,205597.0
India,"Calendar Year (Jan - Dec), 2007","August, 2007",2007-08-18,200859.19,96.1352340931,208934.0
India,"Calendar Year (Jan - Dec), 2007","August, 2007",2007-08-19,200859.19,96.1352340931,208934.0
India,"Calendar Year (Jan - Dec), 2007","August, 2007",2007-08-20,201688.41,96.5321154049,208934.0
India,"Calendar Year (Jan - Dec), 2007","August, 2007",2007-08-21,223051.49,106.7569136665,208934.0
India,"Calendar Year (Jan - Dec), 2007","August, 2007",2007-08-22,220192.78,105.3886777643,208934.0
India,"Calendar Year (Jan - Dec), 2007","August, 2007",2007-08-23,215000.51,102.9035532752,208934.0
India,"Calendar Year (Jan - Dec), 2007","August, 2007",2007-08-24,220667.89,105.6160749328,208934.0
India,"Calendar Year (Jan - Dec), 2007","August, 2007",2007-08-25,222612.56,106.5468329712,208934.0
India,"Calendar Year (Jan - Dec), 2007","August, 2007",2007-08-26,222612.56,106.5468329712,208934.0
India,"Calendar Year (Jan - Dec), 2007","August, 2007",2007-08-27,220989.08,105.7698029043,208934.0
India,"Calendar Year (Jan - Dec), 2007","August, 2007",2007-08-28,206494.212188,98.8322686533,208934.0
India,"Calendar Year (Jan - Dec), 2007","August, 2007",2007-08-29,204678.643991,97.9633013253,208934.0
India,"Calendar Year (Jan - Dec), 2007","August, 2007",2007-08-30,198131.755205,94.829829135,208934.0
India,"Calendar Year (Jan - Dec), 2007","August, 2007",2007-08-31,220073.541344,105.3316077536,208934.0
India,"Calendar Year (Jan - Dec), 2007","September, 2007",2007-09-01,211594.432188,101.9766605081,207493.0
India,"Calendar Year (Jan - Dec), 2007","September, 2007",2007-09-02,211594.432188,101.9766605081,207493.0
India,"Calendar Year (Jan - Dec), 2007","September, 2007",2007-09-03,211465.175671,101.9143661092,207493.0
India,"Calendar Year (Jan - Dec), 2007","September, 2007",2007-09-04,207482.459506,99.9949200725,207493.0
India,"Calendar Year (Jan - Dec), 2007","September, 2007",2007-09-05,215506.371603,103.861996117,207493.0
India,"Calendar Year (Jan - Dec), 2007","September, 2007",2007-09-06,206555.325473,99.5480934166,207493.0
India,"Calendar Year (Jan - Dec), 2007","September, 2007",2007-09-07,206723.250329,99.6290237883,207493.0
India,"Calendar Year (Jan - Dec), 2007","September, 2007",2007-09-08,205443.536789,99.0122735654,207493.0
India,"Calendar Year (Jan - Dec), 2007","September, 2007",2007-09-09,205443.536789,99.0122735654,207493.0
India,"Calendar Year (Jan - Dec), 2007","September, 2007",2007-09-10,199941.201203,96.3604561132,207493.0
India,"Calendar Year (Jan - Dec), 2007","September, 2007",2007-09-11,204703.958989,98.6558385049,207493.0
India,"Calendar Year (Jan - Dec), 2007","September, 2007",2007-09-12,217393.086811,104.7712871331,207493.0
India,"Calendar Year (Jan - Dec), 2007","September, 2007",2007-09-13,210450.261813,101.4252344961,207493.0
India,"Calendar Year (Jan - Dec), 2007","September, 2007",2007-09-14,220625.65225,106.3292025514,207493.0
India,"Calendar Year (Jan - Dec), 2007","September, 2007",2007-09-15,221615.13679,105.7404843833,209584.0
India,"Calendar Year (Jan - Dec), 2007","September, 2007",2007-09-16,221615.13679,105.7404843833,209584.0
India,"Calendar Year (Jan - Dec), 2007","September, 2007",2007-09-17,228427.681587,108.990992436,209584.0
India,"Calendar Year (Jan - Dec), 2007","September, 2007",2007-09-18,216516.112614,103.3075581218,209584.0
India,"Calendar Year (Jan - Dec), 2007","September, 2007",2007-09-19,208519.757721,99.4922120586,209584.0
India,"Calendar Year (Jan - Dec), 2007","September, 2007",2007-09-20,204483.779325,97.5665028461,209584.0
India,"Calendar Year (Jan - Dec), 2007","September, 2007",2007-09-21,211175.670721,100.7594428587,209584.0
India,"Calendar Year (Jan - Dec), 2007","September, 2007",2007-09-22,211436.262245,100.8837803673,209584.0
India,"Calendar Year (Jan - Dec), 2007","September, 2007",2007-09-23,211436.262245,100.8837803673,209584.0
India,"Calendar Year (Jan - Dec), 2007","September, 2007",2007-09-24,217216.80463,103.6418832688,209584.0
India,"Calendar Year (Jan - Dec), 2007","September, 2007",2007-09-25,201473.306224,96.1300987785,209584.0
India,"Calendar Year (Jan - Dec), 2007","September, 2007",2007-09-26,221423.04512,105.6488305978,209584.0
India,"Calendar Year (Jan - Dec), 2007","September, 2007",2007-09-27,209205.375959,99.8193449686,209584.0
India,"Calendar Year (Jan - Dec), 2007","September, 2007",2007-09-28,253991.119397,121.1882201871,209584.0
India,"Calendar Year (Jan - Dec), 2007","September, 2007",2007-09-29,253138.739312,119.6726356628,211526.0
India,"Calendar Year (Jan - Dec), 2007","September, 2007",2007-09-30,253138.739312,119.6726356628,211526.0
India,"Calendar Year (Jan - Dec), 2007","October, 2007",2007-10-01,230166.251423,108.8122743412,211526.0
India,"Calendar Year (Jan - Dec), 2007","October, 2007",2007-10-02,230166.251423,108.8122743412,211526.0
India,"Calendar Year (Jan - Dec), 2007","October, 2007",2007-10-03,210389.188444,99.4625665138,211526.0
India,"Calendar Year (Jan - Dec), 2007","October, 2007",2007-10-04,203085.306438,96.0096188828,211526.0
India,"Calendar Year (Jan - Dec), 2007","October, 2007",2007-10-05,207451.958639,98.0739760781,211526.0
India,"Calendar Year (Jan - Dec), 2007","October, 2007",2007-10-06,211640.118866,100.0539502785,211526.0
India,"Calendar Year (Jan - Dec), 2007","October, 2007",2007-10-07,211640.118866,100.0539502785,211526.0
India,"Calendar Year (Jan - Dec), 2007","October, 2007",2007-10-08,204826.822555,96.8329295477,211526.0
India,"Calendar Year (Jan - Dec), 2007","October, 2007",2007-10-09,188084.714208,88.9180120685,211526.0
India,"Calendar Year (Jan - Dec), 2007","October, 2007",2007-10-10,198137.085321,93.6703220034,211526.0
India,"Calendar Year (Jan - Dec), 2007","October, 2007",2007-10-11,210242.525071,99.393230653,211526.0
India,"Calendar Year (Jan - Dec), 2007","October, 2007",2007-10-12,217934.950903,103.029864368,211526.0
India,"Calendar Year (Jan - Dec), 2007","October, 2007",2007-10-13,216936.454749,99.8501600597,217262.0
